,dpisofirme,idcluster,coord_x,coord_y,idmun,idmza,C_blocksdirtfloor,C_HHdirtfloor,C_child05,C_households,C_people,C_rooms,C_HHpersons,C_waterland,C_waterhouse,C_waterbath,C_gasheater,C_refrigerator,C_washing,C_telephone,C_vehicle,C_overcrowding,C_poverty,C_illiterate,C_headeduc,C_dropouts515,C_employment,C_earnincome,S_HHpeople,S_headage,S_spouseage,S_headeduc,S_spouseeduc,S_rooms,S_waterland,S_waterhouse,S_electricity,S_cementfloor2000,S_hasanimals,S_animalsinside,S_garbage,S_washhands,S_incomepc,S_assetspc,S_shpeoplework,S_microenter,S_hrsworkedpc,S_consumptionpc,S_cashtransfers,S_milkprogram,S_foodprogram,S_dem1,S_dem2,S_dem3,S_dem4,S_dem5,S_dem6,S_dem7,S_dem8,S_seguropopular,S_shcementfloor,S_cementfloorkit,S_cementfloordin,S_cementfloorbat,S_cementfloorbed,S_satisfloor,S_satishouse,S_satislife,S_cesds,S_pss,S_instcement,S_instsanita,S_restsanita,S_constceili,S_restowalls,S_improveany,S_logrent,S_logsell
1312,0.0,120000645.0,-103.524666,25.52334,12.0,2,0.36363637,0.05814028460229665,0.6890498227028459,283.0,1257.0,2.545401435016322,4.441688052335813,0.0035335689045936395,0.19130706344813425,0.24958198019978015,0.018453710702619787,0.10379434663920857,0.23626572630851933,0.6791293284075841,0.6097275587358238,2.0901490942749454,0.08126325025996556,0.04346890584318882,6.741685860569823,0.08833250982601314,1.5901116448661885,1.5158936497179443,8.0,37.0,36.0,9.0,6.0,3,1,0,1,1.0,1.0,0.0,1.0,7.0,935.8333,14650.117,0.5,0.0,25.875,1264.125,0.0,0.0,0.0,0.125,0.375,0.125,0.0,0.0,0.25,0.125,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7.090077,11.289782
2568,1.0,350550000.0,-103.30135,25.592232,35.0,38,0.32,0.05415675718639348,0.60979425363444,592.0,2654.0,2.7547506649751923,4.483113321098122,0.03901587879738292,0.29713615009913574,0.300318246757662,0.010136655456310994,0.1393716224544757,0.29660033998457164,0.7619476346550761,0.6679239877172418,1.9262535332425221,0.06756385164083661,0.0776986496875415,6.0869761737617285,0.12837229840256073,1.4814202825765352,1.3462808994022575,6.0,64.0,60.0,0.0,3.0,3,1,1,1,0.0,1.0,0.0,1.0,2.0,513.8889,16803.467,0.33333334,0.0,17.5,411.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.16666667,0.16666667,0.0,0.16666667,0.16666667,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,17.0,1.0,1.0,0.0,1.0,1.0,1.0,,11.512925
580,0.0,70001408.0,-103.48363,25.582026,7.0,48,0.9583333,0.17530517382868405,0.8103432520025078,696.0,3225.0,2.3143340863030533,4.6336195386689285,0.0028728448796546324,0.35646365154748677,0.4657974101003559,0.024810919388272297,0.19913865129152933,0.34595287377121803,0.8954112125539232,0.7775172368548382,2.4121807402577895,0.1752938218842978,0.07040129396422155,6.023319556795317,0.21408448496769214,1.6264422316660827,1.5344854894725757,7.0,60.0,41.0,0.0,3.0,1,1,0,1,0.0,1.0,1.0,1.0,4.0,1858.3809,15165.14,0.42857143,1.0,36.0,923.0,0.0,1.0,0.0,0.2857143,0.0,0.0,0.14285715,0.14285715,0.14285715,0.2857143,0.0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,19.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,6.214608,10.308952
2063,1.0,350002560.0,-103.42075,25.579327,35.0,29,0.5897436,0.25876907631754875,0.730259540833925,304.0,1254.0,2.0408075640076087,4.124995714739749,0.08914671034405106,0.5677625011456641,0.8873996742461857,0.04670296001591181,0.2072322380385901,0.4260608506830115,0.8772888105166586,0.7540240123083717,2.4874171191140224,0.1776286167533774,0.062497039962756004,6.385985280338087,0.23684572546105637,1.335514801113229,1.1513121645701558,7.0,23.0,21.0,9.0,9.0,1,1,0,1,0.0,0.0,0.0,1.0,3.0,542.8571,15126.032,0.2857143,0.0,10.0,392.57144,0.0,0.0,0.0,0.5714286,0.0,0.14285715,0.0,0.0,0.0,0.14285715,0.14285715,0.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,5.2983174,9.903487
1162,0.0,71610000.0,-103.506454,25.613182,7.0,5,0.8181818,0.3353506695057289,0.8387690947289201,521.0,2203.0,1.7501783023182582,4.228412847830101,0.09919846103653569,0.45545163539000527,0.5157938516071342,0.04203781170945708,0.25872092295059085,0.46833665402974367,0.8587850270481805,0.8352829169860957,2.8214560486304783,0.20536929060081144,0.058456046453135485,6.231780756915599,0.20729769671947165,1.4203439536799396,1.3378168772369794,4.0,87.0,72.0,6.0,6.0,2,1,1,1,0.0,0.0,0.0,1.0,3.0,380.0,26271.365,0.25,0.0,5.0,283.125,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0106354,10.308952
552,0.0,70001408.0,-103.48363,25.582026,7.0,44,0.9583333,0.17530517382868405,0.8103432520025078,696.0,3225.0,2.3143340863030533,4.6336195386689285,0.0028728448796546324,0.35646365154748677,0.4657974101003559,0.024810919388272297,0.19913865129152933,0.34595287377121803,0.8954112125539232,0.7775172368548382,2.4121807402577895,0.1752938218842978,0.07040129396422155,6.023319556795317,0.21408448496769214,1.6264422316660827,1.5344854894725757,5.0,55.0,46.0,6.0,6.0,3,1,1,1,1.0,0.0,0.0,1.0,3.0,1424.0,21233.28,0.6,0.0,26.0,936.1,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.684612,11.0021
560,0.0,70001408.0,-103.48363,25.582026,7.0,27,0.9583333,0.17530517382868405,0.8103432520025078,696.0,3225.0,2.3143340863030533,4.6336195386689285,0.0028728448796546324,0.35646365154748677,0.4657974101003559,0.024810919388272297,0.19913865129152933,0.34595287377121803,0.8954112125539232,0.7775172368548382,2.4121807402577895,0.1752938218842978,0.07040129396422155,6.023319556795317,0.21408448496769214,1.6264422316660827,1.5344854894725757,6.0,30.0,30.0,9.0,9.0,2,1,1,1,0.75,1.0,1.0,1.0,3.0,0.0,17831.059,0.16666667,1.0,9.5,604.13336,0.0,0.0,0.0,0.0,0.33333334,0.16666667,0.0,0.16666667,0.16666667,0.16666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,26.0,24.0,1.0,0.0,0.0,1.0,0.0,1.0,5.9914646,9.615806
2121,1.0,350002679.0,-103.388535,25.529284,35.0,18,0.5869565,0.1189615191537118,0.7097292900402917,751.0,3399.0,2.544910797901382,4.525959136800347,0.01897230359431748,0.15857163948638145,0.241748071383541,0.01902796290368437,0.1528484696713332,0.3271504647722257,0.6831202441144403,0.6572018631606222,2.2098893709728786,0.10385752382989571,0.06367110586991799,7.026256205714971,0.14247456728697774,1.6378279691053612,1.5059924043129669,4.0,54.0,0.0,9.0,,3,1,1,1,0.16666669,1.0,0.0,1.0,5.0,7227.0835,27207.176,0.5,0.0,31.0,1099.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,5.521461,11.91839
2646,1.0,351900000.0,-103.40323,25.49454,35.0,999,0.02,0.0006382978604045768,0.5156396117168612,1598.0,7150.0,3.525085031464043,4.474341715978591,0.0032167709589899706,0.0157317897405135,0.003180538235379101,0.0012506883642700347,0.03652040054263997,0.17299486870162925,0.4920984340997154,0.597977597513545,1.3400496938201751,0.008138548149185276,0.0094189612155265,8.63408755898028,0.09199080150924129,1.5419282859496688,1.4205263451730206,6.0,63.0,0.0,5.0,,3,1,0,1,0.0,0.0,0.0,1.0,3.0,0.0,17815.432,0.33333334,0.0,21.333334,600.1667,0.0,0.0,0.0,0.0,0.16666667,0.33333334,0.0,0.16666667,0.0,0.16666667,0.16666667,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,,
1450,1.0,350000136.0,-103.39731,25.549385,35.0,45,0.7254902,0.07727632110548353,0.6486413070610721,1571.0,7285.0,2.4688035041036915,4.637183385468986,0.013429599154306627,0.12322826126743319,0.22370044666062033,0.01477167429550676,0.14807288370490607,0.2958278817632713,0.7003393428178444,0.6997435404038748,2.3045661460055733,0.099933609963981,0.0538931893437323,6.404571732315268,0.15786906357861719,1.664536346226722,1.5334165537911262,3.0,24.0,23.0,9.0,9.0,1,1,1,1,0.5,0.0,0.0,1.0,8.0,1333.3334,37477.33,0.6666667,0.0,32.333332,904.0,0.0,0.0,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,26.0,17.0,1.0,1.0,0.0,0.0,0.0,1.0,5.9914646,11.156251
1918,1.0,350002221.0,-103.45542,25.516083,35.0,10,0.6875,0.089461880745274,0.693083656896459,202.0,909.0,2.550187087295079,4.499995618763537,0.03523168292376074,0.2936900966238267,0.44818811782515877,0.02982178300914198,0.23020544736692222,0.38289504889214393,0.96435544986536,0.9235306871999608,2.261602458387318,0.12871485210881375,0.044781683695198284,5.765125312427483,0.2128603965929239,1.5396059155464172,1.4653519787410698,8.0,47.0,47.0,9.0,6.0,2,1,0,1,0.19999999,1.0,0.0,1.0,4.0,1116.0,13253.564,0.5,0.0,24.0,238.15,0.0,0.0,0.0,0.0,0.125,0.375,0.0,0.125,0.125,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7037826,9.615806
2132,1.0,350002679.0,-103.388535,25.529284,35.0,30,0.5869565,0.1189615191537118,0.7097292900402917,751.0,3399.0,2.544910797901382,4.525959136800347,0.01897230359431748,0.15857163948638145,0.241748071383541,0.01902796290368437,0.1528484696713332,0.3271504647722257,0.6831202441144403,0.6572018631606222,2.2098893709728786,0.10385752382989571,0.06367110586991799,7.026256205714971,0.14247456728697774,1.6378279691053612,1.5059924043129669,7.0,39.0,36.0,6.0,6.0,3,1,1,1,0.8333333,1.0,0.0,1.0,3.0,1275.7142,14188.345,0.2857143,0.0,19.0,604.4286,0.0,0.0,0.0,0.0,0.2857143,0.2857143,0.0,0.14285715,0.0,0.2857143,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,5.9914646,10.819778
2541,1.0,350550000.0,-103.30135,25.592232,35.0,23,0.32,0.05415675718639348,0.60979425363444,592.0,2654.0,2.7547506649751923,4.483113321098122,0.03901587879738292,0.29713615009913574,0.300318246757662,0.010136655456310994,0.1393716224544757,0.29660033998457164,0.7619476346550761,0.6679239877172418,1.9262535332425221,0.06756385164083661,0.0776986496875415,6.0869761737617285,0.12837229840256073,1.4814202825765352,1.3462808994022575,5.0,35.0,32.0,5.0,5.0,3,1,1,1,0.16666669,0.0,0.0,1.0,5.0,1328.3334,20444.348,0.6,0.0,16.8,1272.8,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.8333333,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,6.214608,
1560,1.0,350001312.0,-103.41302,25.549402,35.0,40,0.54,0.0465703701431101,0.5934351048485599,1188.0,5398.0,2.910453019318757,4.543773413507224,0.002523232389379431,0.028940319864436834,0.20699882316669632,0.006765572209952255,0.108220707687866,0.2606557244403595,0.6735250006621133,0.7072941076875937,1.865356233384874,0.0715461279005314,0.058126936105365304,5.8313577440049915,0.1321521882557307,1.842587710229636,1.7516905916258945,6.0,55.0,0.0,3.0,,2,1,1,1,1.0,0.0,0.0,1.0,3.0,1353.8889,17041.166,0.33333334,0.0,5.8333335,466.5,0.0,0.0,0.0,0.16666667,0.16666667,0.0,0.0,0.0,0.16666667,0.33333334,0.16666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,6.214608,11.512925
1112,0.0,71610000.0,-103.506454,25.613182,7.0,5,0.8181818,0.3353506695057289,0.8387690947289201,521.0,2203.0,1.7501783023182582,4.228412847830101,0.09919846103653569,0.45545163539000527,0.5157938516071342,0.04203781170945708,0.25872092295059085,0.46833665402974367,0.8587850270481805,0.8352829169860957,2.8214560486304783,0.20536929060081144,0.058456046453135485,6.231780756915599,0.20729769671947165,1.4203439536799396,1.3378168772369794,6.0,34.0,30.0,9.0,9.0,1,1,1,1,1.0,0.0,0.0,1.0,1.0,1021.6666,17876.826,0.33333334,0.0,16.666666,907.6667,0.0,0.0,0.0,0.0,0.16666667,0.16666667,0.0,0.33333334,0.16666667,0.16666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7037826,10.596635
1728,1.0,350002024.0,-103.338425,25.53129,35.0,32,0.2195122,0.038077109369886925,0.6295138572353914,332.0,1396.0,2.537712355694139,4.204824625727642,0.024914759828383665,0.4620283152683672,0.5637620489999472,0.021612651017775018,0.22887289272733483,0.3422159660293395,0.7735069232532777,0.6856632606092706,1.988966557275818,0.06928373532122876,0.060411747320588814,5.980821385441057,0.15964247017021638,1.4337298123233289,1.382532814899123,6.0,39.0,36.0,6.0,9.0,3,1,0,1,0.8,1.0,0.0,1.0,2.0,521.5278,18627.828,0.16666667,1.0,20.833334,714.6667,16.666666,0.0,0.0,0.16666667,0.33333334,0.16666667,0.0,0.16666667,0.0,0.16666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,6.214608,11.91839
723,0.0,70001446.0,-103.480156,25.572279,7.0,39,0.8857143,0.3641436057047801,0.7765787330833641,555.0,2311.0,1.8813792804339984,4.163968421317436,0.022107747760978905,0.4831636012137473,0.6075165821625306,0.025819279159511533,0.282332434954944,0.4700378383602108,0.9306473860869536,0.8820115278433035,2.690995676882632,0.19819279307717674,0.05240053990939716,5.861208580635689,0.218023783451802,1.3855830656515586,1.3171122387722807,5.0,40.0,35.0,3.0,6.0,1,1,0,1,0.0,1.0,0.0,1.0,3.0,655.0,21909.545,0.2,0.0,6.0,398.38,214.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.4,0.2,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7037826,10.308952
233,0.0,70000999.0,-103.48085,25.579784,7.0,7,0.6862745,0.1451309885450466,0.7559954977321054,668.0,3038.0,2.4004300739950764,4.547906875610352,0.00759925135595356,0.19600434003475897,0.39818727648900654,0.020120359198775833,0.1862255996037386,0.3668070357002898,0.8703480544918312,0.7556047825042359,2.331244629121826,0.13023517918800878,0.06886018027445513,6.076016877225773,0.16168682866110773,1.5389193175081721,1.4251443054861652,7.0,36.0,35.0,6.0,6.0,4,1,1,1,0.6,1.0,0.0,0.0,5.0,1428.5714,15267.761,0.2857143,0.0,13.714286,655.2857,0.0,0.0,0.0,0.2857143,0.2857143,0.2857143,0.0,0.0,0.0,0.14285715,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,21.0,20.0,1.0,0.0,0.0,1.0,1.0,1.0,6.9077554,12.206073
2017,1.0,350002382.0,-103.37811,25.637535,35.0,14,0.5609756,0.04965861620230712,0.7349842007104161,766.0,3408.0,2.728534194259046,4.449089433754704,0.041902741548597966,0.6407492209041088,0.4766227122075253,0.013050652826423745,0.10462036479857821,0.2420278068622161,0.8332844673809121,0.6241958144439418,2.0610030102045043,0.06788355042044239,0.05238681401347367,6.481407603769327,0.16840261080868874,1.5574432054325433,1.4869473783527902,4.0,25.0,26.0,12.0,12.0,3,1,1,1,0.8,0.0,0.0,1.0,5.0,22800.0,27906.06,0.25,0.0,12.0,433.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,6.684612,11.156251
817,0.0,70001624.0,-103.50367,25.612259,7.0,49,0.8684211,0.3477257535882192,0.8575274039621222,365.0,2298.0,1.5845805547008776,6.2958852532791765,0.14246876435737088,0.5549000008465492,0.6072147898478051,0.04139561669467247,0.293312602500393,0.5207835540379564,0.9027293139941072,0.8609361713879728,3.168407103133528,0.2712339714781879,0.07720164387193444,5.993833108144264,0.2739739747896586,2.663018903340379,2.4986347851687913,5.0,30.0,25.0,6.0,6.0,1,1,1,1,0.0,1.0,1.0,1.0,3.0,640.0,21298.215,0.2,0.0,9.6,377.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.2,0.0,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,5.521461,9.2103405
1137,0.0,71610000.0,-103.506454,25.613182,7.0,24,0.8181818,0.3353506695057289,0.8387690947289201,521.0,2203.0,1.7501783023182582,4.228412847830101,0.09919846103653569,0.45545163539000527,0.5157938516071342,0.04203781170945708,0.25872092295059085,0.46833665402974367,0.8587850270481805,0.8352829169860957,2.8214560486304783,0.20536929060081144,0.058456046453135485,6.231780756915599,0.20729769671947165,1.4203439536799396,1.3378168772369794,10.0,38.0,32.0,6.0,6.0,3,1,1,1,0.0,1.0,1.0,1.0,4.0,184.0,10520.736,0.2,0.0,4.8,411.4,8.333334,1.0,0.0,0.0,0.1,0.1,0.0,0.2,0.2,0.4,0.0,1.0,0.8333333,1.0,1.0,1.0,0.0,1.0,0.0,1.0,25.0,17.0,1.0,0.0,0.0,1.0,0.0,1.0,6.214608,11.156251
