,dpisofirme,idcluster,coord_x,coord_y,idmun,idmza,C_blocksdirtfloor,C_HHdirtfloor,C_child05,C_households,C_people,C_rooms,C_HHpersons,C_waterland,C_waterhouse,C_waterbath,C_gasheater,C_refrigerator,C_washing,C_telephone,C_vehicle,C_overcrowding,C_poverty,C_illiterate,C_headeduc,C_dropouts515,C_employment,C_earnincome,S_HHpeople,S_headage,S_spouseage,S_headeduc,S_spouseeduc,S_rooms,S_waterland,S_waterhouse,S_electricity,S_cementfloor2000,S_hasanimals,S_animalsinside,S_garbage,S_washhands,S_incomepc,S_assetspc,S_shpeoplework,S_microenter,S_hrsworkedpc,S_consumptionpc,S_cashtransfers,S_milkprogram,S_foodprogram,S_dem1,S_dem2,S_dem3,S_dem4,S_dem5,S_dem6,S_dem7,S_dem8,S_seguropopular,S_shcementfloor,S_cementfloorkit,S_cementfloordin,S_cementfloorbat,S_cementfloorbed,S_satisfloor,S_satishouse,S_satislife,S_cesds,S_pss,S_instcement,S_instsanita,S_restsanita,S_constceili,S_restowalls,S_improveany,S_logrent,S_logsell
2333,1.0,350003164.0,-103.39198,25.499214,35.0,8,0.74285716,0.4615366868013461,0.9290047404328747,169.0,738.0,1.567450283547125,4.366863860181097,0.15502958325944707,0.7899420106199366,0.9763307684271999,0.049704734390303935,0.3171627228782022,0.5198236682711268,0.9201165656366291,0.8624242607658431,3.146549103528085,0.28993727610661435,0.07100414277533808,5.693653230836405,0.3017692319034825,1.3668644978449895,1.2781076882717877,3.0,30.0,27.0,9.0,6.0,4,1,1,1,0.8333333,1.0,0.0,0.0,5.0,0.0,37096.91,0.33333334,1.0,51.0,3050.6667,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.33333334,0.0,0.33333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,17.0,1.0,0.0,1.0,1.0,0.0,1.0,7.3132205,13.122363
1983,1.0,350002289.0,-103.41746,25.592508,35.0,58,0.5714286,0.14311269851498593,0.7074866189437659,441.0,1887.0,2.4459648683768553,4.278912693464837,0.059557142576663134,0.5088809501557123,0.5856351530741132,0.027438548687093653,0.17758412642273502,0.301437414692643,0.8400210869285255,0.6985884323682374,2.1583285672324046,0.13151247282417453,0.09749954628025323,5.90865984633396,0.20860975142779534,1.544220419427435,1.4263113434352572,5.0,43.0,47.0,8.0,9.0,4,1,1,1,0.6666666,1.0,0.0,1.0,3.0,480.0,20827.146,0.2,0.0,10.0,728.26,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,13.0,1.0,0.0,0.0,1.0,0.0,1.0,6.214608,11.512925
997,0.0,70580000.0,-103.51609,25.578238,7.0,25,0.36363637,0.04932130933207954,0.6392622492057365,596.0,2672.0,2.5876958250199387,4.483223495867429,0.0016773489097620816,0.12139362456814555,0.258062247261905,0.006771979916015728,0.13723724980482319,0.27399698279848034,0.6872760021446536,0.7435291903530992,2.0421885892048777,0.0738162751365828,0.06617768438870475,5.7678012367862985,0.1929553700173461,1.627515423217876,1.5335578758444561,3.0,30.0,25.0,6.0,8.0,2,1,0,1,0.19999999,0.0,0.0,1.0,6.0,0.0,35147.543,0.0,0.0,0.0,2969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.33333334,0.33333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,6.214608,11.695247
1375,0.0,120650000.0,-103.52683,25.517218,12.0,57,0.67391306,0.1631329898367223,0.6907177791767514,388.0,1723.0,2.0909832384168485,4.440718817956669,0.04144948444415614,0.5658902065041139,0.6101909786770024,0.034838402240546705,0.2535193319787684,0.34985154744276065,0.8677683036351941,0.7652458757469335,2.545434547146571,0.18556649583516663,0.04965618559994649,6.28084634997181,0.20361417470519075,1.5438165099350447,1.4716533459338945,5.0,58.0,28.0,0.0,6.0,1,1,1,1,0.0,1.0,1.0,1.0,5.0,800.0,20330.23,0.2,0.0,10.0,1011.4,119.0,0.0,0.0,0.0,0.4,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,21.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,5.7037826,10.463103
567,0.0,70001408.0,-103.48363,25.582026,7.0,7,0.9583333,0.17530517382868405,0.8103432520025078,696.0,3225.0,2.3143340863030533,4.6336195386689285,0.0028728448796546324,0.35646365154748677,0.4657974101003559,0.024810919388272297,0.19913865129152933,0.34595287377121803,0.8954112125539232,0.7775172368548382,2.4121807402577895,0.1752938218842978,0.07040129396422155,6.023319556795317,0.21408448496769214,1.6264422316660827,1.5344854894725757,5.0,31.0,29.0,12.0,7.0,4,1,1,1,1.0,0.0,0.0,1.0,5.0,1120.4667,22882.316,0.4,1.0,47.6,932.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.684612,11.91839
2365,1.0,350003179.0,-103.38542,25.496017,35.0,9,0.83870965,0.6113517764395318,0.7787637098700599,226.0,910.0,1.4756858433242392,4.026545997214528,0.4307199115246798,0.8259911521346168,0.9823017711133029,0.08533141702677297,0.5424853985288501,0.6924778797985178,0.9603986740112305,0.8603588574755509,2.9177906682006025,0.4115035365113115,0.11603849572418011,5.840533644752165,0.23893362863928871,1.1371685762321,1.106197787597116,5.0,28.0,29.0,5.0,9.0,1,1,0,1,0.0,1.0,1.0,1.0,3.0,610.0,20700.56,0.2,0.0,10.0,925.48,60.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2983174,9.615806
326,0.0,70001200.0,-103.46334,25.59687,7.0,12,0.20833333,0.1250031255185604,0.7499968707561493,64.0,300.0,2.312501549720764,4.6875,0.10937969014048576,0.6562484372407198,0.703125,0.13020937703549862,0.2343765627592802,0.46354531683027744,0.8281203079968691,0.6510421857237816,2.274223417509347,0.23437812365591526,0.062498437240719795,5.968753099441528,0.1718734372407198,1.453120307996869,1.296870307996869,6.0,40.0,36.0,12.0,6.0,2,1,1,1,0.8,1.0,1.0,1.0,3.0,1298.3334,17531.076,0.33333334,0.0,30.0,1002.4167,0.0,0.0,1.0,0.0,0.16666667,0.33333334,0.0,0.16666667,0.16666667,0.16666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,33.0,29.0,1.0,1.0,0.0,0.0,0.0,1.0,7.3132205,11.289782
1739,1.0,350002024.0,-103.338425,25.53129,35.0,20,0.2195122,0.038077109369886925,0.6295138572353914,332.0,1396.0,2.537712355694139,4.204824625727642,0.024914759828383665,0.4620283152683672,0.5637620489999472,0.021612651017775018,0.22887289272733483,0.3422159660293395,0.7735069232532777,0.6856632606092706,1.988966557275818,0.06928373532122876,0.060411747320588814,5.980821385441057,0.15964247017021638,1.4337298123233289,1.382532814899123,7.0,48.0,0.0,0.0,,2,1,0,1,0.6,1.0,1.0,0.0,4.0,694.8571,14915.779,0.2857143,0.0,18.142857,592.4857,0.0,0.0,0.0,0.2857143,0.14285715,0.14285715,0.0,0.0,0.0,0.42857143,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,5.9914646,11.289782
2097,1.0,350002611.0,-103.4098,25.551838,35.0,3,0.75,0.06528741986079431,0.652897434129531,1089.0,4877.0,2.8373813348915515,4.478422471423889,0.0037070707622419486,0.04421515159370486,0.25579430818338805,0.0193466484491928,0.12662047919491434,0.29805124024933255,0.7084594177915154,0.7385996270333002,1.8538183592348825,0.0789729112654897,0.07900991852508979,5.800780857671172,0.15060394810798303,1.7805359965623027,1.7116697064444382,4.0,26.0,22.0,6.0,6.0,1,1,0,1,0.25,1.0,0.0,1.0,3.0,0.0,26357.79,0.0,0.0,0.0,216.5,0.0,1.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2983174,8.294049
2007,1.0,350002382.0,-103.37811,25.637535,35.0,16,0.5609756,0.04965861620230712,0.7349842007104161,766.0,3408.0,2.728534194259046,4.449089433754704,0.041902741548597966,0.6407492209041088,0.4766227122075253,0.013050652826423745,0.10462036479857821,0.2420278068622161,0.8332844673809121,0.6241958144439418,2.0610030102045043,0.06788355042044239,0.05238681401347367,6.481407603769327,0.16840261080868874,1.5574432054325433,1.4869473783527902,7.0,43.0,48.0,9.0,3.0,3,1,0,1,1.0,1.0,0.0,1.0,2.0,497.61905,13473.396,0.14285715,0.0,6.428571,556.8571,0.0,0.0,0.0,0.14285715,0.0,0.2857143,0.0,0.14285715,0.0,0.42857143,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7037826,9.903487
1343,0.0,120001215.0,-103.412926,25.396902,12.0,2,0.5,0.15383461805490348,1.0384730925926795,26.0,139.0,1.9615307587843676,5.346134625948393,0.038461538461538464,1.0,0.9615384615384616,0.038461538461538464,0.38460384882413423,0.7692346206078162,1.0,0.8077000104464017,3.0576884746551514,0.42306538270070004,0.19229615651644194,3.1153960594764123,0.5769346172993,1.499980743114765,1.3845999791071966,6.0,42.0,38.0,5.0,0.0,1,1,0,1,0.0,1.0,0.0,0.0,2.0,333.33334,17556.26,0.16666667,0.0,9.166667,440.33334,87.5,0.0,0.0,0.0,0.16666667,0.16666667,0.0,0.16666667,0.33333334,0.16666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7037826,11.512925
2081,1.0,350002560.0,-103.42075,25.579327,35.0,12,0.5897436,0.25876907631754875,0.730259540833925,304.0,1254.0,2.0408075640076087,4.124995714739749,0.08914671034405106,0.5677625011456641,0.8873996742461857,0.04670296001591181,0.2072322380385901,0.4260608506830115,0.8772888105166586,0.7540240123083717,2.4874171191140224,0.1776286167533774,0.062497039962756004,6.385985280338087,0.23684572546105637,1.335514801113229,1.1513121645701558,5.0,27.0,25.0,9.0,9.0,1,1,1,1,0.25,1.0,0.0,1.0,2.0,1076.6667,21418.55,0.2,0.0,16.0,2051.56,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,18.0,17.0,1.0,0.0,0.0,0.0,1.0,1.0,5.9914646,10.308952
1550,1.0,350001219.0,-103.382324,25.553574,35.0,7,0.5714286,0.06712505968137719,0.5747069019010698,435.0,1879.0,2.8574673532069412,4.319533986058729,0.0045986207052208915,0.15018689536500252,0.1425241388123611,0.0022999999166905196,0.13409011528409762,0.2894735647344041,0.6952852830119517,0.6905149415991773,1.9263820703002228,0.06206390830292099,0.041379080147578795,6.519973342720119,0.11034092039897524,1.6436811710226125,1.59310368724253,9.0,56.0,58.0,6.0,5.0,3,1,1,1,0.5,1.0,0.0,1.0,3.0,1041.6666,12688.769,0.33333334,0.0,16.666666,382.7111,0.0,0.0,0.0,0.11111111,0.0,0.33333334,0.11111111,0.11111111,0.0,0.22222222,0.11111111,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,6.3969297,12.206073
295,0.0,70001164.0,-103.474724,25.604101,7.0,23,0.65957445,0.3964899150948775,0.688597369612309,228.0,991.0,2.0087653482169436,4.346489529860647,0.05262938664670576,0.6842131565014521,0.9035074543534664,0.11842061605369836,0.30701315978117155,0.48246184069859355,0.8947390380658602,0.7456118417413611,2.6374298292293883,0.28069561458470527,0.13157982575265983,5.058888594309489,0.25000263515271637,1.5701714984157629,1.4824535208835936,5.0,44.0,36.0,1.0,5.0,3,1,0,1,0.0,0.0,0.0,0.0,2.0,653.3334,21217.77,0.2,0.0,9.6,594.4,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2983174,10.819778
22,0.0,70000787.0,-103.48289,25.574093,7.0,9,0.5625,0.1364890570389597,0.6610500965620342,475.0,2050.0,2.6300309653031197,4.31578413712351,0.008420421198794716,0.17443221180062546,0.3984505284459967,0.02555978950701262,0.19943494834397968,0.34667621035324897,0.7649098948428505,0.7387661100688734,2.1320164449591386,0.145259789542148,0.0660869476669713,5.790566269723993,0.20632021138542578,1.522106738843416,1.3768450365568463,5.0,34.0,31.0,12.0,12.0,1,1,1,1,1.0,1.0,0.0,1.0,8.0,560.0,20901.04,0.2,0.0,12.0,463.0,40.0,1.0,0.0,0.4,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.214608,10.819778
1644,1.0,350001929.0,-103.41419,25.494915,35.0,24,0.7037037,0.17902996398846033,0.662020206451416,287.0,1207.0,2.1270867540445892,4.205567270205827,0.03275191680064185,0.2681543623528829,0.4308372852278919,0.03155261298920635,0.20820731859173924,0.4297425032492714,0.8014724740583307,0.7298344892907226,2.4330324212848518,0.14633345001665973,0.05923170806638871,5.9316463271084565,0.18466794615423224,1.3763003332689665,1.2613114978378244,4.0,28.0,28.0,6.0,7.0,1,1,0,1,0.0,0.0,0.0,1.0,5.0,1520.8334,27385.268,0.25,0.0,15.0,687.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.9077554,11.156251
140,0.0,70000908.0,-103.48772,25.559689,7.0,16,0.6451613,0.08512586522141634,0.6029752838552686,607.0,2914.0,2.876922720543046,4.800654491443414,0.0,0.06047100398253766,0.2814988468388553,0.0033372322456447848,0.11999967257312731,0.28226837029763463,0.6750466242260752,0.7519980199647304,1.9834772656737678,0.07083871562948336,0.06109011575849681,5.887753038861999,0.12355947278476823,1.8138514177803153,1.7594799186291765,8.0,60.0,57.0,0.0,9.0,3,1,1,1,0.8,0.0,0.0,1.0,3.0,894.0,13329.77,0.5,0.0,14.625,321.9625,0.0,0.0,0.0,0.125,0.0,0.25,0.125,0.125,0.0,0.25,0.125,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.3132205,12.611538
391,0.0,70001291.0,-103.511475,25.589642,7.0,21,0.3125,0.09586652979558828,0.7714359108282596,245.0,1024.0,2.2970999970728037,4.1795906066894535,0.008748571726740623,0.21599387684646917,0.3777938747892574,0.016324898661399374,0.20919020613845513,0.24708000251225062,0.6461171412954525,0.5976975489635856,2.322637539007226,0.11427755063893844,0.048978368360169076,7.019254688340791,0.17551877644597266,1.363266524490045,1.253060804094587,7.0,35.0,34.0,12.0,9.0,3,1,1,1,0.6666666,1.0,0.0,0.0,3.0,128.57143,11565.322,0.14285715,1.0,19.0,307.0,114.28571,0.0,0.0,0.14285715,0.2857143,0.2857143,0.14285715,0.0,0.0,0.14285715,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,21.0,1.0,1.0,0.0,0.0,0.0,1.0,6.9077554,10.126631
1925,1.0,350002236.0,-103.46629,25.518095,35.0,41,0.62857145,0.19543195339653996,0.5975157675406745,241.0,1075.0,2.0531128768604328,4.460578008311418,0.08298672284328097,0.19087386180751056,0.5008253034714346,0.020744813428380183,0.27924481714414856,0.4497858933888036,0.9211605812009439,0.8921153545379639,2.4878967134784364,0.20747053821057204,0.11618174482677981,5.434744356084167,0.17426763728446484,1.4813265661975654,1.4107879583271707,5.0,30.0,31.0,3.0,8.0,1,1,0,1,0.0,1.0,0.0,1.0,9.0,480.0,21045.14,0.2,0.0,9.6,394.276,0.0,1.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,22.0,1.0,0.0,0.0,1.0,0.0,1.0,4.6051702,8.294049
219,0.0,70000965.0,-103.47518,25.54578,7.0,42,0.625,0.14112882088400402,0.6983899491721759,746.0,3154.0,2.3842838021449686,4.227885146562919,0.03125053660160095,0.17647372645603107,0.5148026797790629,0.044868498800906674,0.27446823081765676,0.4430218538713839,0.7787711844047976,0.7883536144491814,2.136077978016544,0.15415871399017825,0.07143793548719493,6.079119280899498,0.14209008256807404,1.581770244935882,1.453086735416034,6.0,49.0,44.0,6.0,0.0,3,1,1,1,0.39999998,1.0,1.0,1.0,4.0,2150.0,17816.975,0.5,0.0,25.166666,516.3333,0.0,0.0,0.0,0.16666667,0.16666667,0.16666667,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,6.214608,
1604,1.0,350001882.0,-103.415405,25.502556,35.0,45,0.6415094,0.0929575966402908,0.6512528357134155,757.0,3363.0,2.4495290576073105,4.442536519099731,0.031702113907434826,0.16000119036695917,0.39781704218258473,0.013208982887797186,0.14841717426496578,0.3593977546439933,0.8136439947030031,0.792602238598399,2.203786507937836,0.07925508634889772,0.06340475575297165,5.673711597840726,0.19287424067052542,1.5640772866131922,1.5165215395243354,4.0,28.0,30.0,9.0,9.0,2,1,1,1,0.6,0.0,0.0,1.0,4.0,0.0,26911.72,0.25,0.0,20.0,1557.625,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,6.55108,10.308952
