,dpisofirme,idcluster,coord_x,coord_y,idmun,idmza,C_blocksdirtfloor,C_HHdirtfloor,C_child05,C_households,C_people,C_rooms,C_HHpersons,C_waterland,C_waterhouse,C_waterbath,C_gasheater,C_refrigerator,C_washing,C_telephone,C_vehicle,C_overcrowding,C_poverty,C_illiterate,C_headeduc,C_dropouts515,C_employment,C_earnincome,S_HHpeople,S_headage,S_spouseage,S_headeduc,S_spouseeduc,S_rooms,S_waterland,S_waterhouse,S_electricity,S_cementfloor2000,S_hasanimals,S_animalsinside,S_garbage,S_washhands,S_incomepc,S_assetspc,S_shpeoplework,S_microenter,S_hrsworkedpc,S_consumptionpc,S_cashtransfers,S_milkprogram,S_foodprogram,S_dem1,S_dem2,S_dem3,S_dem4,S_dem5,S_dem6,S_dem7,S_dem8,S_seguropopular,S_shcementfloor,S_cementfloorkit,S_cementfloordin,S_cementfloorbat,S_cementfloorbed,S_satisfloor,S_satishouse,S_satislife,S_cesds,S_pss,S_instcement,S_instsanita,S_restsanita,S_constceili,S_restowalls,S_improveany,S_logrent,S_logsell
484,0.0,70001338.0,-103.48089,25.586342,7.0,2,0.6296296,0.18277403629945788,0.8121524838452839,181.0,733.0,2.0713712945168847,4.0497199211331365,0.03913204511884826,0.3158408867720082,0.40681491965088395,0.02808121620620812,0.22904475551942435,0.38120884394777416,0.8653254258698522,0.7483900594447858,2.3853635096418264,0.1270635358536441,0.05524640880236968,6.639309466873085,0.14917403591271922,1.342544745345142,1.2541475164297535,4.0,32.0,31.0,6.0,9.0,1,1,0,1,0.0,0.0,0.0,1.0,4.0,831.25,26432.834,0.25,0.0,10.0,795.25,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0106354,10.308952
448,0.0,70001323.0,-103.488846,25.584702,7.0,33,0.2647059,0.18949497970816206,0.7716979479680867,438.0,1838.0,2.8831401894626008,4.196348364494707,0.16666575368136577,0.31278356025208076,0.25570844678573956,0.027397260410056266,0.21004634687345322,0.3018324200965498,0.5454369863690851,0.5463445200223357,1.9374468043514583,0.14155159856630786,0.04338173561444566,9.651721636454264,0.15754018213650953,1.5274013700006215,1.4474958905346318,4.0,24.0,23.0,6.0,2.0,1,1,0,1,0.0,0.0,0.0,1.0,2.0,1032.0,26389.121,0.25,0.0,30.0,517.25,31.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,21.0,17.0,1.0,0.0,0.0,0.0,1.0,1.0,5.857933,8.517193
2531,1.0,350550000.0,-103.30135,25.592232,35.0,61,0.32,0.05415675718639348,0.60979425363444,592.0,2654.0,2.7547506649751923,4.483113321098122,0.03901587879738292,0.29713615009913574,0.300318246757662,0.010136655456310994,0.1393716224544757,0.29660033998457164,0.7619476346550761,0.6679239877172418,1.9262535332425221,0.06756385164083661,0.0776986496875415,6.0869761737617285,0.12837229840256073,1.4814202825765352,1.3462808994022575,5.0,31.0,28.0,8.0,9.0,3,1,1,1,0.6,1.0,0.0,0.0,3.0,720.0,21755.78,0.2,0.0,14.4,567.6,28.0,0.0,1.0,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,5.7037826,11.156251
2194,1.0,350002931.0,-103.398,25.495333,35.0,28,0.81578946,0.29231495263977586,0.8014030322850307,428.0,1919.0,1.8125656642646433,4.483643915051612,0.023367756855822056,0.562724064443713,0.7279350440078807,0.04439322385832528,0.21767780491124802,0.46216822478258723,0.9112595854518569,0.8797264054556874,2.994201882977352,0.18925093365049808,0.06074859814666142,5.986661411891474,0.22429158879774752,1.4719640150248448,1.4065443856693873,6.0,52.0,53.0,9.0,8.0,2,1,1,1,0.39999998,1.0,0.0,0.0,3.0,737.5,18341.61,0.16666667,0.0,8.0,578.0,0.0,0.0,0.0,0.16666667,0.5,0.0,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.39999998,0.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7037826,11.695247
2601,1.0,351120000.0,-103.4188,25.50005,35.0,48,0.7592593,0.1622926192695384,0.6852415042999395,718.0,2955.0,2.2270669870721926,4.115593450647211,0.04259972203740835,0.2070422020629256,0.35481573811480593,0.015540529260396294,0.1926626752346007,0.4269733956929369,0.8010126691010669,0.7816352312943398,2.3438096092936056,0.10863258953214024,0.04735208919121362,6.201459217868475,0.1337104463809712,1.3746508442923884,1.3091877476418583,8.0,29.0,28.0,0.0,0.0,1,1,0,1,0.75,1.0,0.0,1.0,4.0,400.0,12785.777,0.125,0.0,6.0,318.1125,37.5,0.0,0.0,0.125,0.25,0.125,0.0,0.125,0.25,0.125,0.0,0.0,0.75,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2983174,9.2103405
265,0.0,70001164.0,-103.474724,25.604101,7.0,44,0.65957445,0.3964899150948775,0.688597369612309,228.0,991.0,2.0087653482169436,4.346489529860647,0.05262938664670576,0.6842131565014521,0.9035074543534664,0.11842061605369836,0.30701315978117155,0.48246184069859355,0.8947390380658602,0.7456118417413611,2.6374298292293883,0.28069561458470527,0.13157982575265983,5.058888594309489,0.25000263515271637,1.5701714984157629,1.4824535208835936,4.0,62.0,54.0,2.0,6.0,2,1,0,1,0.0,1.0,0.0,1.0,3.0,400.0,26318.186,0.25,0.0,12.0,824.5,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.39999998,0.0,0.0,1.0,0.0,1.0,1.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9914646,10.819778
1996,1.0,350002359.0,-103.37451,25.561718,35.0,999,0.27272728,0.17020425644326717,0.765946794063487,47.0,173.0,1.8510723418377815,3.6808489129898394,0.04253616992463457,0.4255340505153575,0.5744574247522557,0.042551063476724826,0.27661276370921034,0.4042553242216719,0.8510680959579793,0.8084978575402118,2.418446814760249,0.14892766069858632,0.042559575527272325,6.765967998098819,0.21274893588208138,1.2553298118266654,1.1914744884409803,6.0,52.0,48.0,3.0,6.0,4,1,1,1,1.0,0.0,0.0,1.0,4.0,2098.611,42839.676,0.5,0.0,32.0,721.8333,0.0,0.0,0.0,0.0,0.0,0.16666667,0.16666667,0.16666667,0.16666667,0.33333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,6.9077554,11.512925
10,0.0,70000679.0,-103.489845,25.578873,7.0,34,0.26666668,0.030579205135322127,0.6544351654315214,327.0,1476.0,2.938561793861039,4.5137633694056705,0.006111926806446974,0.24901345764095995,0.3862550477369116,0.009427523029689031,0.1410275231078495,0.30922997216565895,0.6757926678438799,0.6953397570035509,1.8117082662174095,0.07950336397241015,0.0768100931010115,5.302854147161548,0.11314036868034152,1.5535171257975633,1.4342565682320785,13.0,48.0,48.0,6.0,3.0,2,1,1,1,0.0,1.0,1.0,1.0,3.0,1132.1794,7913.1665,0.30769232,0.0,14.538462,333.44614,0.0,0.0,1.0,0.07692308,0.30769232,0.23076923,0.0,0.07692308,0.15384616,0.15384616,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,36.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,6.3969297,9.392662
113,0.0,70000838.0,-103.48716,25.568031,7.0,35,0.6976744,0.09964262656426404,0.6028053896547776,929.0,4186.0,2.604518633740839,4.505922381151608,0.007574165855465202,0.13483218497429264,0.3646745953801117,0.015301399197593829,0.17961431640341669,0.3066048465580935,0.7325902067293264,0.762428305762448,2.055194416395173,0.09365123869656747,0.07427244409678185,5.631805087316408,0.1905238974851479,1.7653362922955893,1.6049524241551132,7.0,38.0,30.0,3.0,4.0,1,1,1,1,0.25,1.0,1.0,1.0,4.0,366.4286,15036.404,0.14285715,1.0,8.428572,1462.8572,57.142857,0.0,0.0,0.2857143,0.14285715,0.14285715,0.0,0.0,0.2857143,0.14285715,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,14.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7037826,10.819778
972,0.0,70001889.0,-103.47128,25.570944,7.0,21,0.29032257,0.049222607504237785,0.7500045387938833,836.0,3276.0,3.243767449730321,3.918676654687909,0.018204067027169552,0.0843076546226392,0.09129832663604517,0.0012105262735814,0.06302476150282262,0.18001746489670858,0.510954299041529,0.48907427610963156,1.397836491536866,0.0263168663499458,0.012044497939388147,10.688077543340802,0.07416794146076915,1.4437701108923369,1.3959210375279332,3.0,38.0,35.0,9.0,9.0,3,1,1,1,0.25,1.0,0.0,1.0,4.0,0.0,31507.758,0.0,0.0,0.0,716.1667,0.0,1.0,0.0,0.0,0.0,0.33333334,0.0,0.33333334,0.0,0.33333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.214608,11.407565
2754,1.0,353220000.0,-103.454765,25.519363,35.0,2,0.8333333,0.35484516620635986,1.0000096905616023,31.0,144.0,1.7096838797292402,4.645164489746094,0.06452903439921717,0.548377429285357,0.7096645062969577,0.12904839361867598,0.3225774226650115,0.48388711867793915,1.0,0.9354806407805412,3.201622624551096,0.29034516119187875,0.09678387257360643,5.129035457488029,0.16128387758808752,1.645154860711867,1.5161354618687783,4.0,34.0,24.0,2.0,6.0,1,1,0,1,0.0,0.0,0.0,1.0,5.0,800.0,26287.28,0.25,0.0,12.0,1317.405,41.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2983174,9.903487
824,0.0,70001624.0,-103.50367,25.612259,7.0,9,0.8684211,0.3477257535882192,0.8575274039621222,365.0,2298.0,1.5845805547008776,6.2958852532791765,0.14246876435737088,0.5549000008465492,0.6072147898478051,0.04139561669467247,0.293312602500393,0.5207835540379564,0.9027293139941072,0.8609361713879728,3.168407103133528,0.2712339714781879,0.07720164387193444,5.993833108144264,0.2739739747896586,2.663018903340379,2.4986347851687913,3.0,25.0,25.0,12.0,9.0,1,1,0,1,0.0,0.0,0.0,0.0,5.0,733.3333,36226.17,0.33333334,0.0,20.0,636.36664,0.0,0.0,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5.9914646,10.463103
472,0.0,70001323.0,-103.488846,25.584702,7.0,7,0.2647059,0.18949497970816206,0.7716979479680867,438.0,1838.0,2.8831401894626008,4.196348364494707,0.16666575368136577,0.31278356025208076,0.25570844678573956,0.027397260410056266,0.21004634687345322,0.3018324200965498,0.5454369863690851,0.5463445200223357,1.9374468043514583,0.14155159856630786,0.04338173561444566,9.651721636454264,0.15754018213650953,1.5274013700006215,1.4474958905346318,4.0,27.0,0.0,6.0,,1,1,0,1,0.0,1.0,0.0,1.0,4.0,228.0,26198.648,0.25,0.0,1.25,395.625,85.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.126631
2335,1.0,350003179.0,-103.38542,25.496017,35.0,46,0.83870965,0.6113517764395318,0.7787637098700599,226.0,910.0,1.4756858433242392,4.026545997214528,0.4307199115246798,0.8259911521346168,0.9823017711133029,0.08533141702677297,0.5424853985288501,0.6924778797985178,0.9603986740112305,0.8603588574755509,2.9177906682006025,0.4115035365113115,0.11603849572418011,5.840533644752165,0.23893362863928871,1.1371685762321,1.106197787597116,4.0,30.0,24.0,8.0,6.0,1,1,0,1,0.0,0.0,0.0,1.0,3.0,1052.0834,25818.926,0.25,0.0,10.5,650.725,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,5.2983174,6.9077554
2481,1.0,350003304.0,-103.42969,25.58637,35.0,2,0.5,0.75,0.6875,16.0,68.0,1.5,4.249987602233887,0.5625,0.8749874830245972,0.9375,0.1875,0.5625,0.625,0.9375,0.625,2.739581324160099,0.4375,0.0625,5.512499809265137,0.5000125169754028,1.6874874830245972,1.5625,5.0,32.0,30.0,6.0,9.0,2,1,0,1,1.0,0.0,0.0,0.0,2.0,980.0,22438.168,0.4,0.0,23.6,701.3,50.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,5.9914646,10.819778
811,0.0,70001624.0,-103.50367,25.612259,7.0,3,0.8684211,0.3477257535882192,0.8575274039621222,365.0,2298.0,1.5845805547008776,6.2958852532791765,0.14246876435737088,0.5549000008465492,0.6072147898478051,0.04139561669467247,0.293312602500393,0.5207835540379564,0.9027293139941072,0.8609361713879728,3.168407103133528,0.2712339714781879,0.07720164387193444,5.993833108144264,0.2739739747896586,2.663018903340379,2.4986347851687913,6.0,44.0,41.0,8.0,6.0,3,1,1,1,0.0,1.0,0.0,1.0,3.0,1448.3334,16227.348,0.6666667,0.0,28.0,3317.9333,0.0,0.0,0.0,0.16666667,0.0,0.5,0.0,0.0,0.16666667,0.16666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,19.0,1.0,1.0,0.0,0.0,1.0,1.0,6.214608,11.695247
1683,1.0,350001971.0,-103.40213,25.500025,35.0,54,0.63793105,0.18246161476258307,0.7741938715980899,620.0,2835.0,2.3058529030892156,4.5725798268472,0.04527241952957645,0.37851709800381816,0.40228983952153113,0.035484355303549,0.2102808077489176,0.387694836431934,0.8544595162714681,0.7880909687088382,2.451167074326546,0.14354774355888367,0.04676903274751479,6.071077039164882,0.24032274388497876,1.6193577397254206,1.5629050008712275,5.0,43.0,32.0,2.0,6.0,1,1,0,1,0.25,0.0,0.0,1.0,8.0,1280.0,20725.434,0.4,0.0,19.2,742.964,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,5.9914646,9.615806
1942,1.0,350002236.0,-103.46629,25.518095,35.0,41,0.62857145,0.19543195339653996,0.5975157675406745,241.0,1075.0,2.0531128768604328,4.460578008311418,0.08298672284328097,0.19087386180751056,0.5008253034714346,0.020744813428380183,0.27924481714414856,0.4497858933888036,0.9211605812009439,0.8921153545379639,2.4878967134784364,0.20747053821057204,0.11618174482677981,5.434744356084167,0.17426763728446484,1.4813265661975654,1.4107879583271707,5.0,39.0,0.0,8.0,,2,1,0,1,0.5,0.0,0.0,1.0,8.0,1120.0,21386.129,0.4,0.0,26.0,259.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7037826,
1368,0.0,120580000.0,-103.50882,25.549768,12.0,39,0.0,0.0,0.6296374532911513,243.0,1038.0,3.725098755133986,4.271609427997605,0.00411522633744856,0.025719341427210426,0.04526543175732648,0.004114814991813628,0.045269547666541836,0.0987637864709391,0.3821744850142993,0.3053514452137574,1.421562133993141,0.008231687447661725,0.01645967057702963,11.444995118757335,0.032924280490404294,1.6460991788793493,1.4897119317035126,4.0,27.0,27.0,6.0,8.0,2,1,1,1,0.0,0.0,0.0,1.0,3.0,900.0,26759.39,0.25,0.0,13.75,433.875,12.5,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7037826,9.2103405
2114,1.0,350002679.0,-103.388535,25.529284,35.0,21,0.5869565,0.1189615191537118,0.7097292900402917,751.0,3399.0,2.544910797901382,4.525959136800347,0.01897230359431748,0.15857163948638145,0.241748071383541,0.01902796290368437,0.1528484696713332,0.3271504647722257,0.6831202441144403,0.6572018631606222,2.2098893709728786,0.10385752382989571,0.06367110586991799,7.026256205714971,0.14247456728697774,1.6378279691053612,1.5059924043129669,10.0,57.0,0.0,3.0,,4,1,0,1,0.3333333,0.0,0.0,1.0,3.0,1071.5,10459.254,0.5,1.0,30.6,446.35,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.0,0.6666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,6.3969297,10.308952
523,0.0,70001408.0,-103.48363,25.582026,7.0,12,0.9583333,0.17530517382868405,0.8103432520025078,696.0,3225.0,2.3143340863030533,4.6336195386689285,0.0028728448796546324,0.35646365154748677,0.4657974101003559,0.024810919388272297,0.19913865129152933,0.34595287377121803,0.8954112125539232,0.7775172368548382,2.4121807402577895,0.1752938218842978,0.07040129396422155,6.023319556795317,0.21408448496769214,1.6264422316660827,1.5344854894725757,5.0,43.0,36.0,12.0,6.0,2,1,0,1,0.0,1.0,0.0,1.0,3.0,816.6666,18337.252,0.2,0.0,10.4,745.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,48.0,29.0,1.0,0.0,0.0,1.0,1.0,1.0,5.7037826,10.819778
